id,strategy,symbol,direction,is_shadow,activation_threshold,activation_r,step_pct,range_pct,baseline_r,baseline_outcome,alt_r,alt_outcome,trail_ts,trail_price,activated,coverage_error
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,5.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,6.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,8.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,10.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,2.0,14.591291061879302,1.5999999999999988,tp,-0.4314403911244764,trail_stop,1786317900,2.63032,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,3.0,14.591291061879302,1.5999999999999988,tp,-0.8352012034599401,trail_stop,1786317900,2.6034800000000002,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,4.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,5.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,6.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,8.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.3R,0.3,10.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,2.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,3.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,4.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,5.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,6.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,8.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.5R,0.5,10.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.75R,0.75,2.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
671,oversold_24h,RIVERUSDT,LONG,1,+0.75R,0.75,3.0,14.591291061879302,1.5999999999999988,tp,-1.0,sl,1786317900,2.5925249999999997,False,
