id,ts_open,ts_open_utc,ts_close,ts_close_utc,symbol,direction,status,entry_price,sl_price,tp_price,exit_price,result_r,fix_cohort_by_close
5239,1787843777,2026-08-27T15:16:17+00:00,1787919520,2026-08-28T12:18:40+00:00,BSBUSDT,LONG,sl,0.10596,0.09986946428571428,0.11814107142857143,0.09986946428571428,-1.0,post_fix
3269,1787257205,2026-08-20T20:20:05+00:00,1787920820,2026-08-28T12:40:20+00:00,ACEUSDT,LONG,sl,0.2439,0.20164285714285718,0.32841428571428566,0.1975,-1.0980392156862753,post_fix
5827,1787914689,2026-08-28T10:58:09+00:00,1787921119,2026-08-28T12:45:19+00:00,SKRUSDT,LONG,sl,0.010699,0.010058392857142858,0.011980214285714285,0.010058392857142858,-1.0,post_fix
5226,1787841371,2026-08-27T14:36:11+00:00,1787923721,2026-08-28T13:28:41+00:00,DGAIUSDT,LONG,sl,0.7906,0.7100285714285713,0.9517428571428572,0.709,-1.012765957446808,post_fix
5515,1787885489,2026-08-28T02:51:29+00:00,1787924829,2026-08-28T13:47:09+00:00,DFDVXUSDT,LONG,sl,5.239,4.9874285714285715,5.742142857142857,4.953,-1.1368540601930714,post_fix
5874,1787920328,2026-08-28T12:32:08+00:00,1787924829,2026-08-28T13:47:09+00:00,MANTRAUSDT,LONG,sl,0.004796,0.004565535714285714,0.005256928571428571,0.004565535714285714,-1.0,post_fix
5834,1787915571,2026-08-28T11:12:51+00:00,1787928194,2026-08-28T14:43:14+00:00,CHILLGUYUSDT,LONG,tp,0.014479,0.013642321428571429,0.016152357142857142,0.016236,2.099970119947069,post_fix
5733,1787903283,2026-08-28T07:48:03+00:00,1787929099,2026-08-28T14:58:19+00:00,HEMIUSDT,LONG,tp,0.0112,0.010132482142857143,0.013335035714285714,0.013389,2.050551178468075,post_fix
5728,1787901469,2026-08-28T07:17:49+00:00,1787929764,2026-08-28T15:09:24+00:00,GWEIUSDT,LONG,sl,0.027853,0.02629080357142857,0.030977392857142856,0.026225,-1.0421224695083613,post_fix
5283,1787846783,2026-08-27T16:06:23+00:00,1787931813,2026-08-28T15:43:33+00:00,NVDLUSDT,LONG,sl,36.75,35.503392857142856,39.24321428571429,35.49,-1.010743446497634,post_fix
2946,1787221438,2026-08-20T10:23:58+00:00,1787933017,2026-08-28T16:03:37+00:00,JCTUSDT,LONG,sl,0.002071,0.0017845535714285713,0.0026438928571428572,0.001771,-1.047316252103983,post_fix
5968,1787930235,2026-08-28T15:17:15+00:00,1787933017,2026-08-28T16:03:37+00:00,CHILLGUYUSDT,LONG,sl,0.014971,0.014076678571428572,0.01675964285714286,0.013996,-1.0902120522343361,post_fix
5423,1787871209,2026-08-27T22:53:29+00:00,1787933634,2026-08-28T16:13:54+00:00,MOVRUSDT,LONG,sl,0.98,0.8916607142857143,1.1566785714285714,0.8916607142857143,-1.0,post_fix
5179,1787834469,2026-08-27T12:41:09+00:00,1787933744,2026-08-28T16:15:44+00:00,KITEUSDT,LONG,sl,0.1302,0.1241619642857143,0.14227607142857143,0.1241619642857143,-1.0,post_fix
5259,1787845879,2026-08-27T15:51:19+00:00,1787933930,2026-08-28T16:18:50+00:00,MELANIAUSDT,LONG,sl,0.1201,0.11118571428571428,0.13792857142857143,0.111,-1.0208333333333321,post_fix
5478,1787879785,2026-08-28T01:16:25+00:00,1787934432,2026-08-28T16:27:12+00:00,MUBARAKUSDT,LONG,sl,0.022,0.020205357142857143,0.02558928571428571,0.02,-1.1144278606965172,post_fix
5980,1787932325,2026-08-28T15:52:05+00:00,1787936883,2026-08-28T17:08:03+00:00,HEMIUSDT,LONG,sl,0.012636,0.011373589285714285,0.01516082142857143,0.011373589285714285,-1.0,post_fix
